90045 silly lifecycle debug@2.6.3~preinstall: no script for preinstall, continuing
94135 silly linkStuff concat-map@0.0.1 has /Users/elaineo/Documents/etherwallet/node_modules/npm/node_modules/glob/node_modules/minimatch/node_modules/brace-expansion/node_modules as its parent node_modules
94136 verbose linkBins concat-map@0.0.1
94137 verbose linkMans concat-map@0.0.1
94138 silly build brace-expansion@1.1.6
94139 info linkStuff brace-expansion@1.1.6
94140 silly linkStuff brace-expansion@1.1.6 has /Users/elaineo/Documents/etherwallet/node_modules/npm/node_modules/glob/node_modules/minimatch/node_modules as its parent node_modules
94141 verbose linkBins brace-expansion@1.1.6
94142 verbose linkMans brace-expansion@1.1.6
94143 silly build minimatch@3.0.3
94144 info linkStuff minimatch@3.0.3
94145 silly linkStuff minimatch@3.0.3 has /Users/elaineo/Documents/etherwallet/node_modules/npm/node_modules/glob/node_modules as its parent node_modules
94146 verbose linkBins minimatch@3.0.3
94147 verbose linkMans minimatch@3.0.3
94148 silly build path-is-absolute@1.0.1
94149 info linkStuff path-is-absolute@1.0.1
94150 silly linkStuff path-is-absolute@1.0.1 has /Users/elaineo/Documents/etherwallet/node_modules/npm/node_modules/glob/node_modules as its parent node_modules
94151 verbose linkBins path-is-absolute@1.0.1
94152 verbose linkMans path-is-absolute@1.0.1
94153 silly build graceful-fs@4.1.9
94154 info linkStuff graceful-fs@4.1.9
94155 silly linkStuff graceful-fs@4.1.9 has /Users/elaineo/Documents/etherwallet/node_modules/npm/node_modules as its parent node_modules
94156 verbose linkBins graceful-fs@4.1.9
94157 verbose linkMans graceful-fs@4.1.9
94158 silly build has-unicode@2.0.1
94159 info linkStuff has-unicode@2.0.1
94160 silly linkStuff has-unicode@2.0.1 has /Users/elaineo/Documents/etherwallet/node_modules/npm/node_modules as its parent node_modules
94161 verbose linkBins has-unicode@2.0.1
94162 verbose linkMans has-unicode@2.0.1
94163 silly build hosted-git-info@2.1.5
94164 info linkStuff hosted-git-info@2.1.5
94165 silly linkStuff hosted-git-info@2.1.5 has /Users/elaineo/Documents/etherwallet/node_modules/npm/node_modules as its parent node_modules
94166 verbose linkBins hosted-git-info@2.1.5
94167 verbose linkMans hosted-git-info@2.1.5
94168 silly build iferr@0.1.5
94169 info linkStuff iferr@0.1.5
94170 silly linkStuff iferr@0.1.5 has /Users/elaineo/Documents/etherwallet/node_modules/npm/node_modules as its parent node_modules
94171 verbose linkBins iferr@0.1.5
94172 verbose linkMans iferr@0.1.5
94173 silly build imurmurhash@0.1.4
94174 info linkStuff imurmurhash@0.1.4
94175 silly linkStuff imurmurhash@0.1.4 has /Users/elaineo/Documents/etherwallet/node_modules/npm/node_modules as its parent node_modules
94176 verbose linkBins imurmurhash@0.1.4
94177 verbose linkMans imurmurhash@0.1.4
94178 silly build inherits@2.0.3
94179 info linkStuff inherits@2.0.3
94180 silly linkStuff inherits@2.0.3 has /Users/elaineo/Documents/etherwallet/node_modules/npm/node_modules as its parent node_modules
94181 verbose linkBins inherits@2.0.3
94182 verbose linkMans inherits@2.0.3
94183 silly build ini@1.3.4
94184 info linkStuff ini@1.3.4
94185 silly linkStuff ini@1.3.4 has /Users/elaineo/Documents/etherwallet/node_modules/npm/node_modules as its parent node_modules
94186 verbose linkBins ini@1.3.4
94187 verbose linkMans ini@1.3.4
94188 silly build config-chain@1.1.11
94189 info linkStuff config-chain@1.1.11
94190 silly linkStuff config-chain@1.1.11 has /Users/elaineo/Documents/etherwallet/node_modules/npm/node_modules as its parent node_modules
94191 verbose linkBins config-chain@1.1.11
94192 verbose linkMans config-chain@1.1.11
94193 silly build balanced-match@0.4.2
94194 info linkStuff balanced-match@0.4.2
94195 silly linkStuff balanced-match@0.4.2 has /Users/elaineo/Documents/etherwallet/node_modules/npm/node_modules/init-package-json/node_modules/glob/node_modules/minimatch/node_modules/brace-expansion/node_modules as its parent node_modules
94196 verbose linkBins balanced-match@0.4.2
94197 verbose linkMans balanced-match@0.4.2
94198 silly build concat-map@0.0.1
94199 info linkStuff concat-map@0.0.1
94200 silly linkStuff concat-map@0.0.1 has /Users/elaineo/Documents/etherwallet/node_modules/npm/node_modules/init-package-json/node_modules/glob/node_modules/minimatch/node_modules/brace-expansion/node_modules as its parent node_modules
94201 verbose linkBins concat-map@0.0.1
94202 verbose linkMans concat-map@0.0.1
94203 silly build brace-expansion@1.1.6
94204 info linkStuff brace-expansion@1.1.6
94205 silly linkStuff brace-expansion@1.1.6 has /Users/elaineo/Documents/etherwallet/node_modules/npm/node_modules/init-package-json/node_modules/glob/node_modules/minimatch/node_modules as its parent node_modules
94206 verbose linkBins brace-expansion@1.1.6
94207 verbose linkMans brace-expansion@1.1.6
94208 silly build minimatch@3.0.3
94209 info linkStuff minimatch@3.0.3
94210 silly linkStuff minimatch@3.0.3 has /Users/elaineo/Documents/etherwallet/node_modules/npm/node_modules/init-package-json/node_modules/glob/node_modules as its parent node_modules
94211 verbose linkBins minimatch@3.0.3
94212 verbose linkMans minimatch@3.0.3
94213 silly build path-is-absolute@1.0.0
94214 info linkStuff path-is-absolute@1.0.0
94215 silly linkStuff path-is-absolute@1.0.0 has /Users/elaineo/Documents/etherwallet/node_modules/npm/node_modules/init-package-json/node_modules/glob/node_modules as its parent node_modules
94216 verbose linkBins path-is-absolute@1.0.0
94217 verbose linkMans path-is-absolute@1.0.0
94218 silly build lockfile@1.0.2
94219 info linkStuff lockfile@1.0.2
94220 silly linkStuff lockfile@1.0.2 has /Users/elaineo/Documents/etherwallet/node_modules/npm/node_modules as its parent node_modules
94221 verbose linkBins lockfile@1.0.2
94222 verbose linkMans lockfile@1.0.2
94223 silly build lodash._baseindexof@3.1.0
94224 info linkStuff lodash._baseindexof@3.1.0
94225 silly linkStuff lodash._baseindexof@3.1.0 has /Users/elaineo/Documents/etherwallet/node_modules/npm/node_modules as its parent node_modules
94226 verbose linkBins lodash._baseindexof@3.1.0
94227 verbose linkMans lodash._baseindexof@3.1.0
94228 silly build lodash._createset@4.0.3
94229 info linkStuff lodash._createset@4.0.3
94230 silly linkStuff lodash._createset@4.0.3 has /Users/elaineo/Documents/etherwallet/node_modules/npm/node_modules/lodash._baseuniq/node_modules as its parent node_modules
94231 verbose linkBins lodash._createset@4.0.3
94232 verbose linkMans lodash._createset@4.0.3
94233 silly build lodash._root@3.0.1
94234 info linkStuff lodash._root@3.0.1
94235 silly linkStuff lodash._root@3.0.1 has /Users/elaineo/Documents/etherwallet/node_modules/npm/node_modules/lodash._baseuniq/node_modules as its parent node_modules
94236 verbose linkBins lodash._root@3.0.1
94237 verbose linkMans lodash._root@3.0.1
94238 silly build lodash._baseuniq@4.6.0
94239 info linkStuff lodash._baseuniq@4.6.0
94240 silly linkStuff lodash._baseuniq@4.6.0 has /Users/elaineo/Documents/etherwallet/node_modules/npm/node_modules as its parent node_modules
94241 verbose linkBins lodash._baseuniq@4.6.0
94242 verbose linkMans lodash._baseuniq@4.6.0
94243 silly build lodash._bindcallback@3.0.1
94244 info linkStuff lodash._bindcallback@3.0.1
94245 silly linkStuff lodash._bindcallback@3.0.1 has /Users/elaineo/Documents/etherwallet/node_modules/npm/node_modules as its parent node_modules
94246 verbose linkBins lodash._bindcallback@3.0.1
94247 verbose linkMans lodash._bindcallback@3.0.1
94248 silly build lodash._cacheindexof@3.0.2
94249 info linkStuff lodash._cacheindexof@3.0.2
94250 silly linkStuff lodash._cacheindexof@3.0.2 has /Users/elaineo/Documents/etherwallet/node_modules/npm/node_modules as its parent node_modules
94251 verbose linkBins lodash._cacheindexof@3.0.2
94252 verbose linkMans lodash._cacheindexof@3.0.2
94253 silly build lodash._getnative@3.9.1
94254 info linkStuff lodash._getnative@3.9.1
94255 silly linkStuff lodash._getnative@3.9.1 has /Users/elaineo/Documents/etherwallet/node_modules/npm/node_modules as its parent node_modules
94256 verbose linkBins lodash._getnative@3.9.1
94257 verbose linkMans lodash._getnative@3.9.1
94258 silly build lodash._createcache@3.1.2
94259 info linkStuff lodash._createcache@3.1.2
94260 silly linkStuff lodash._createcache@3.1.2 has /Users/elaineo/Documents/etherwallet/node_modules/npm/node_modules as its parent node_modules
94261 verbose linkBins lodash._createcache@3.1.2
94262 verbose linkMans lodash._createcache@3.1.2
94263 silly build lodash.clonedeep@4.5.0
94264 info linkStuff lodash.clonedeep@4.5.0
94265 silly linkStuff lodash.clonedeep@4.5.0 has /Users/elaineo/Documents/etherwallet/node_modules/npm/node_modules as its parent node_modules
94266 verbose linkBins lodash.clonedeep@4.5.0
94267 verbose linkMans lodash.clonedeep@4.5.0
94268 silly build lodash.restparam@3.6.1
94269 info linkStuff lodash.restparam@3.6.1
94270 silly linkStuff lodash.restparam@3.6.1 has /Users/elaineo/Documents/etherwallet/node_modules/npm/node_modules as its parent node_modules
94271 verbose linkBins lodash.restparam@3.6.1
94272 verbose linkMans lodash.restparam@3.6.1
94273 silly build lodash.union@4.6.0
94274 info linkStuff lodash.union@4.6.0
94275 silly linkStuff lodash.union@4.6.0 has /Users/elaineo/Documents/etherwallet/node_modules/npm/node_modules as its parent node_modules
94276 verbose linkBins lodash.union@4.6.0
94277 verbose linkMans lodash.union@4.6.0
94278 silly build lodash.uniq@4.5.0
94279 info linkStuff lodash.uniq@4.5.0
94280 silly linkStuff lodash.uniq@4.5.0 has /Users/elaineo/Documents/etherwallet/node_modules/npm/node_modules as its parent node_modules
94281 verbose linkBins lodash.uniq@4.5.0
94282 verbose linkMans lodash.uniq@4.5.0
94283 silly build lodash.without@4.4.0
94284 info linkStuff lodash.without@4.4.0
94285 silly linkStuff lodash.without@4.4.0 has /Users/elaineo/Documents/etherwallet/node_modules/npm/node_modules as its parent node_modules
94286 verbose linkBins lodash.without@4.4.0
94287 verbose linkMans lodash.without@4.4.0
94288 silly build minimist@0.0.8
94289 info linkStuff minimist@0.0.8
94290 silly linkStuff minimist@0.0.8 has /Users/elaineo/Documents/etherwallet/node_modules/npm/node_modules/mkdirp/node_modules as its parent node_modules
94291 verbose linkBins minimist@0.0.8
94292 verbose linkMans minimist@0.0.8
94293 silly build mkdirp@0.5.1
94294 info linkStuff mkdirp@0.5.1
94295 silly linkStuff mkdirp@0.5.1 has /Users/elaineo/Documents/etherwallet/node_modules/npm/node_modules as its parent node_modules
94296 verbose linkBins mkdirp@0.5.1
94297 verbose linkBins [ { mkdirp: 'bin/cmd.js' },
94297 verbose linkBins   '/Users/elaineo/Documents/etherwallet/node_modules/npm/node_modules/.bin',
94297 verbose linkBins   false ]
94298 verbose linkMans mkdirp@0.5.1
94299 silly gentlyRm /Users/elaineo/Documents/etherwallet/node_modules/npm/node_modules/.bin/mkdirp is being purged
94300 verbose gentlyRm don't care about contents; nuking /Users/elaineo/Documents/etherwallet/node_modules/npm/node_modules/.bin/mkdirp
94301 silly build cmd-shim@2.0.2
94302 info linkStuff cmd-shim@2.0.2
94303 silly linkStuff cmd-shim@2.0.2 has /Users/elaineo/Documents/etherwallet/node_modules/npm/node_modules as its parent node_modules
94304 verbose linkBins cmd-shim@2.0.2
94305 verbose linkMans cmd-shim@2.0.2
94306 silly build balanced-match@0.4.2
94307 info linkStuff balanced-match@0.4.2
94308 silly linkStuff balanced-match@0.4.2 has /Users/elaineo/Documents/etherwallet/node_modules/npm/node_modules/node-gyp/node_modules/minimatch/node_modules/brace-expansion/node_modules as its parent node_modules
94309 verbose linkBins balanced-match@0.4.2
94310 verbose linkMans balanced-match@0.4.2
94311 silly build concat-map@0.0.1
94312 info linkStuff concat-map@0.0.1
94313 silly linkStuff concat-map@0.0.1 has /Users/elaineo/Documents/etherwallet/node_modules/npm/node_modules/node-gyp/node_modules/minimatch/node_modules/brace-expansion/node_modules as its parent node_modules
94314 verbose linkBins concat-map@0.0.1
94315 verbose linkMans concat-map@0.0.1
94316 silly build brace-expansion@1.1.6
94317 info linkStuff brace-expansion@1.1.6
94318 silly linkStuff brace-expansion@1.1.6 has /Users/elaineo/Documents/etherwallet/node_modules/npm/node_modules/node-gyp/node_modules/minimatch/node_modules as its parent node_modules
94319 verbose linkBins brace-expansion@1.1.6
94320 verbose linkMans brace-expansion@1.1.6
94321 silly build minimatch@3.0.3
94322 info linkStuff minimatch@3.0.3
94323 silly linkStuff minimatch@3.0.3 has /Users/elaineo/Documents/etherwallet/node_modules/npm/node_modules/node-gyp/node_modules as its parent node_modules
94324 verbose linkBins minimatch@3.0.3
94325 verbose linkMans minimatch@3.0.3
94326 silly build delegates@1.0.0
94327 info linkStuff delegates@1.0.0
94328 silly linkStuff delegates@1.0.0 has /Users/elaineo/Documents/etherwallet/node_modules/npm/node_modules/node-gyp/node_modules/npmlog/node_modules/are-we-there-yet/node_modules as its parent node_modules
94329 verbose linkBins delegates@1.0.0
94330 verbose linkMans delegates@1.0.0
94331 silly build console-control-strings@1.1.0
94332 info linkStuff console-control-strings@1.1.0
94333 silly linkStuff console-control-strings@1.1.0 has /Users/elaineo/Documents/etherwallet/node_modules/npm/node_modules/node-gyp/node_modules/npmlog/node_modules as its parent node_modules
94334 verbose linkBins console-control-strings@1.1.0
94335 verbose linkMans console-control-strings@1.1.0
94336 silly build has-color@0.1.7
94337 info linkStuff has-color@0.1.7
94338 silly linkStuff has-color@0.1.7 has /Users/elaineo/Documents/etherwallet/node_modules/npm/node_modules/node-gyp/node_modules/npmlog/node_modules/gauge/node_modules as its parent node_modules
94339 verbose linkBins has-color@0.1.7
94340 verbose linkMans has-color@0.1.7
94341 silly build object-assign@4.1.0
94342 info linkStuff object-assign@4.1.0
94343 silly linkStuff object-assign@4.1.0 has /Users/elaineo/Documents/etherwallet/node_modules/npm/node_modules/node-gyp/node_modules/npmlog/node_modules/gauge/node_modules as its parent node_modules
94344 verbose linkBins object-assign@4.1.0
94345 verbose linkMans object-assign@4.1.0
94346 silly build signal-exit@3.0.0
94347 info linkStuff signal-exit@3.0.0
94348 silly linkStuff signal-exit@3.0.0 has /Users/elaineo/Documents/etherwallet/node_modules/npm/node_modules/node-gyp/node_modules/npmlog/node_modules/gauge/node_modules as its parent node_modules
94349 verbose linkBins signal-exit@3.0.0
94350 verbose linkMans signal-exit@3.0.0
94351 silly build number-is-nan@1.0.0
94352 info linkStuff number-is-nan@1.0.0
94353 silly linkStuff number-is-nan@1.0.0 has /Users/elaineo/Documents/etherwallet/node_modules/npm/node_modules/node-gyp/node_modules/npmlog/node_modules/gauge/node_modules/string-width/node_modules/code-point-at/node_modules as its parent node_modules
94354 verbose linkBins number-is-nan@1.0.0
94355 verbose linkMans number-is-nan@1.0.0
94356 silly build code-point-at@1.0.0
94357 info linkStuff code-point-at@1.0.0
94358 silly linkStuff code-point-at@1.0.0 has /Users/elaineo/Documents/etherwallet/node_modules/npm/node_modules/node-gyp/node_modules/npmlog/node_modules/gauge/node_modules/string-width/node_modules as its parent node_modules
94359 verbose linkBins code-point-at@1.0.0
94360 verbose linkMans code-point-at@1.0.0
94361 silly build number-is-nan@1.0.0
94362 info linkStuff number-is-nan@1.0.0
94363 silly linkStuff number-is-nan@1.0.0 has /Users/elaineo/Documents/etherwallet/node_modules/npm/node_modules/node-gyp/node_modules/npmlog/node_modules/gauge/node_modules/string-width/node_modules/is-fullwidth-code-point/node_modules as its parent node_modules
94364 verbose linkBins number-is-nan@1.0.0
94365 verbose linkMans number-is-nan@1.0.0
94366 silly build is-fullwidth-code-point@1.0.0
94367 info linkStuff is-fullwidth-code-point@1.0.0
94368 silly linkStuff is-fullwidth-code-point@1.0.0 has /Users/elaineo/Documents/etherwallet/node_modules/npm/node_modules/node-gyp/node_modules/npmlog/node_modules/gauge/node_modules/string-width/node_modules as its parent node_modules
94369 verbose linkBins is-fullwidth-code-point@1.0.0
94370 verbose linkMans is-fullwidth-code-point@1.0.0
94371 silly build set-blocking@2.0.0
94372 info linkStuff set-blocking@2.0.0
94373 silly linkStuff set-blocking@2.0.0 has /Users/elaineo/Documents/etherwallet/node_modules/npm/node_modules/node-gyp/node_modules/npmlog/node_modules as its parent node_modules
94374 verbose linkBins set-blocking@2.0.0
94375 verbose linkMans set-blocking@2.0.0
94376 silly build ms@0.7.1
94377 info linkStuff ms@0.7.1
94378 silly linkStuff ms@0.7.1 has /Users/elaineo/Documents/etherwallet/node_modules/npm/node_modules/node-gyp/node_modules/path-array/node_modules/array-index/node_modules/debug/node_modules as its parent node_modules
